reg_no | sem | branch_code | subject_code | subject_name | subject_type | credit | old_shown_grade | new_shown_grade | should_be_grade | shown_gp | corrected_gp | delta_points | new_ese | new_ia | new_total | old_result_url | new_result_url
22110124007 | IV | 110 | 100401 | Biology for Engineers | theory | THEORY_100 | 3.00 | F | C | B | 7 | 8 | 3.00 | 53^ | 26 | 79 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124007 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124007&exam_held=December%2F2025
22110124007 | IV | 110 | 110401 | Analog Electronics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 36^ | 17 | 53 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124007 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124007&exam_held=December%2F2025
22110124007 | IV | 110 | 110402 | Electrical Machines – II | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 34^ | 23 | 57 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124007 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124007&exam_held=December%2F2025
22110124021 | IV | 110 | 110402 | Electrical Machines – II | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 36^ | 26 | 62 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124021 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124021&exam_held=December%2F2025
22110124026 | IV | 110 | 100401 | Biology for Engineers | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 28^ | 26 | 54 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124026 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124026&exam_held=December%2F2025
22110124030 | IV | 110 | 100401 | Biology for Engineers | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 34^ | 26 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124030 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124030&exam_held=December%2F2025
22110124030 | IV | 110 | 110402 | Electrical Machines – II | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 32^ | 19 | 51 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124030 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124030&exam_held=December%2F2025
22110124032 | IV | 110 | 100401 | Biology for Engineers | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 40^ | 26 | 66 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124032 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124032&exam_held=December%2F2025
22110124032 | IV | 110 | 110401 | Analog Electronics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 38^ | 14 | 52 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124032 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124032&exam_held=December%2F2025
22110124032 | IV | 110 | 110402 | Electrical Machines – II | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 34^ | 20 | 54 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124032 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124032&exam_held=December%2F2025
22110124033 | IV | 110 | 110402 | Electrical Machines – II | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 37^ | 20 | 57 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124033 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124033&exam_held=December%2F2025
22110124043 | IV | 110 | 110402 | Electrical Machines – II | theory | THEORY_100 | 3.00 | F | C | B | 7 | 8 | 3.00 | 45^ | 28 | 73 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124043 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124043&exam_held=December%2F2025
22110124045 | IV | 110 | 110402 | Electrical Machines – II | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 43^ | 26 | 69 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124045 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124045&exam_held=December%2F2025
22110124047 | IV | 110 | 100401 | Biology for Engineers | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 25^ | 27 | 52 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124047 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124047&exam_held=December%2F2025
22110124047 | IV | 110 | 110402 | Electrical Machines – II | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 33^ | 26 | 59 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124047 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124047&exam_held=December%2F2025
22110124053 | IV | 110 | 110402 | Electrical Machines – II | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 31^ | 22 | 53 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124053 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124053&exam_held=December%2F2025
22110124055 | IV | 110 | 110402 | Electrical Machines – II | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 33^ | 19 | 52 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110124055 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110124055&exam_held=December%2F2025
22110125014 | IV | 110 | 110401 | Analog Electronics | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 38^ | 24 | 62 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110125014 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110125014&exam_held=December%2F2025
22110125038 | IV | 110 | 110404 | Mathematics–III (Probability and Statistics) | theory | THEORY_100 | 4.00 | F | D | C | 6 | 7 | 4.00 | 34^ | 27 | 61 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110125038 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110125038&exam_held=December%2F2025
22110125043 | IV | 110 | 110401 | Analog Electronics | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 40^ | 24 | 64 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110125043 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110125043&exam_held=December%2F2025
22110126013 | IV | 110 | 110404 | Mathematics–III (Probability and Statistics) | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 37^ | 16 | 53 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110126013 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110126013&exam_held=December%2F2025
22110126047 | IV | 110 | 100401 | Biology for Engineers | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 38^ | 22 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110126047 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110126047&exam_held=December%2F2025
22110126053 | IV | 110 | 110401 | Analog Electronics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 33^ | 18 | 51 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110126053 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110126053&exam_held=December%2F2025
22110126057 | IV | 110 | 110401 | Analog Electronics | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 38^ | 24 | 62 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110126057 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110126057&exam_held=December%2F2025
22110128005 | IV | 110 | 110401 | Analog Electronics | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 38^ | 29 | 67 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110128005 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110128005&exam_held=December%2F2025
22110128026 | IV | 110 | 110401 | Analog Electronics | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 36^ | 24 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110128026 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110128026&exam_held=December%2F2025
22110128029 | IV | 110 | 110401 | Analog Electronics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 38^ | 19 | 57 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110128029 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110128029&exam_held=December%2F2025
22110128033 | IV | 110 | 110401 | Analog Electronics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 30^ | 24 | 54 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110128033 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110128033&exam_held=December%2F2025
22110128041 | IV | 110 | 110401 | Analog Electronics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 38^ | 21 | 59 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110128041 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110128041&exam_held=December%2F2025
22110128042 | IV | 110 | 110401 | Analog Electronics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 32^ | 21 | 53 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110128042 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110128042&exam_held=December%2F2025
22110129033 | IV | 110 | 110402 | Electrical Machines – II | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 36^ | 19 | 55 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110129033 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110129033&exam_held=December%2F2025
22110139002 | IV | 110 | 100401 | Biology for Engineers | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 42^ | 27 | 69 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110139002 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110139002&exam_held=December%2F2025
22110140004 | IV | 110 | 110401 | Analog Electronics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 27^ | 23 | 50 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110140004 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110140004&exam_held=December%2F2025
22110140005 | IV | 110 | 110401 | Analog Electronics | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 42^ | 26 | 68 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22110140005 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22110140005&exam_held=December%2F2025
22114125005 | IV | 114 | 114401 | Chemical Process Technology | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 37^ | 20 | 57 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22114125005 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22114125005&exam_held=December%2F2025
22114125006 | IV | 114 | 114403 | Chemical Engineering Thermodynamics | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 53^ | 15 | 68 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22114125006 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22114125006&exam_held=December%2F2025
22114125006 | IV | 114 | 114404 | Industrial Fluid Flow Operations | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 40^ | 18 | 58 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22114125006 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22114125006&exam_held=December%2F2025
22114125008 | IV | 114 | 114404 | Industrial Fluid Flow Operations | theory | THEORY_100 | 3.00 | F | B | A | 8 | 9 | 3.00 | 60^ | 23 | 83 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22114125008 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22114125008&exam_held=December%2F2025
22114125018 | IV | 114 | 114401 | Chemical Process Technology | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 41^ | 16 | 57 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22114125018 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22114125018&exam_held=December%2F2025
22114125018 | IV | 114 | 114403 | Chemical Engineering Thermodynamics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 44^ | 13 | 57 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22114125018 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22114125018&exam_held=December%2F2025
22114125033 | IV | 114 | 114402 | Chemical Engineering Materials | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 43^ | 14 | 57 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22114125033 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22114125033&exam_held=December%2F2025
22114125037 | IV | 114 | 114401 | Chemical Process Technology | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 45^ | 16 | 61 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22114125037 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22114125037&exam_held=December%2F2025
22114125037 | IV | 114 | 114403 | Chemical Engineering Thermodynamics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 37^ | 17 | 54 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22114125037 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22114125037&exam_held=December%2F2025
22114125037 | IV | 114 | 114404 | Industrial Fluid Flow Operations | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 37^ | 17 | 54 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22114125037 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22114125037&exam_held=December%2F2025
22116109046 | IV | 116 | 116401 | Fluids Mechanics | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 35^ | 16 | 51 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22116109046 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22116109046&exam_held=December%2F2025
22118128002 | IV | 118 | 118405 | Human resource Development and Organizational Behaviour | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 37^ | 17 | 54 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22118128002 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22118128002&exam_held=December%2F2025
22119113003 | IV | 119 | 119406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | D | C | 6 | 7 | 2.00 | 34^ | 26 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119113003 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119113003&exam_held=December%2F2025
22119113006 | IV | 119 | 119405 | Structural Analysis | theory | THEORY_100 | 4.00 | F | D | C | 6 | 7 | 4.00 | 54^ | 11 | 65 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119113006 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119113006&exam_held=December%2F2025
22119113007 | IV | 119 | 119406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | D | C | 6 | 7 | 2.00 | 46^ | 20 | 66 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119113007 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119113007&exam_held=December%2F2025
22119113014 | IV | 119 | 119407P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | F | P | 0 | 5 | 10.00 | 40^ | AB | 40 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119113014 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119113014&exam_held=December%2F2025
22119113020 | IV | 119 | 119406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | P | D | 5 | 6 | 2.00 | 41^ | 16 | 57 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119113020 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119113020&exam_held=December%2F2025
22119113021 | IV | 119 | 119406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | D | C | 6 | 7 | 2.00 | 43^ | 22 | 65 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119113021 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119113021&exam_held=December%2F2025
22119113028 | IV | 119 | 119405 | Structural Analysis | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 44^ | 9 | 53 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119113028 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119113028&exam_held=December%2F2025
22119113028 | IV | 119 | 119406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | D | C | 6 | 7 | 2.00 | 44^ | 18 | 62 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119113028 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119113028&exam_held=December%2F2025
22119113029 | IV | 119 | 119406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | D | C | 6 | 7 | 2.00 | 35^ | 25 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119113029 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119113029&exam_held=December%2F2025
22119127001 | IV | 119 | 119406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | D | C | 6 | 7 | 2.00 | 42^ | 20 | 62 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119127001 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119127001&exam_held=December%2F2025
22119127006 | IV | 119 | 119406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | D | C | 6 | 7 | 2.00 | 47^ | 16 | 63 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119127006 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119127006&exam_held=December%2F2025
22119127006 | IV | 119 | 119407P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | F | P | 0 | 5 | 10.00 | 51^ | AB | 51 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119127006 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119127006&exam_held=December%2F2025
22119127010 | IV | 119 | 119406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | P | D | 5 | 6 | 2.00 | 33^ | 24 | 57 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119127010 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119127010&exam_held=December%2F2025
22119127013 | IV | 119 | 119404 | Introduction to Fluid Mechanics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 43^ | 14 | 57 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119127013 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119127013&exam_held=December%2F2025
22119127013 | IV | 119 | 119407P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | F | P | 0 | 5 | 10.00 | 66^ | AB | 66 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119127013 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119127013&exam_held=December%2F2025
22119127016 | IV | 119 | 119406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | P | D | 5 | 6 | 2.00 | 40^ | 13 | 53 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119127016 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119127016&exam_held=December%2F2025
22119127016 | IV | 119 | 119407P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | F | P | 0 | 5 | 10.00 | 57^ | AB | 57 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119127016 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119127016&exam_held=December%2F2025
22119127017 | IV | 119 | 119406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | P | D | 5 | 6 | 2.00 | 31^ | 22 | 53 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119127017 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119127017&exam_held=December%2F2025
22119127017 | IV | 119 | 119407P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | F | P | 0 | 5 | 10.00 | 39^ | AB | 39 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22119127017 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22119127017&exam_held=December%2F2025
